epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,2049.74,0.83962,0.41182,0.91303,0.90974,0.89731,0.92936,0.69773,0.92458,0.46074,0.94733,0.0006179,0.0006179,0.0006179
174,2061.74,0.82905,0.42354,0.90181,0.9046,0.90548,0.92798,0.69466,0.92253,0.45671,0.95226,0.000613184,0.000613184,0.000613184
175,2073.33,0.81518,0.40807,0.90256,0.91339,0.8983,0.92358,0.69961,0.90958,0.45164,0.94632,0.000608468,0.000608468,0.000608468
176,2085.22,0.8162,0.41886,0.89398,0.9116,0.8987,0.92291,0.69687,0.90343,0.44909,0.94353,0.000603752,0.000603752,0.000603752
177,2096.72,0.83423,0.41389,0.91459,0.90806,0.89914,0.93006,0.70112,0.92229,0.45706,0.95023,0.000599037,0.000599037,0.000599037
178,2108.57,0.8067,0.41564,0.89493,0.90305,0.90431,0.92827,0.70249,0.91227,0.45278,0.9463,0.000594321,0.000594321,0.000594321
179,2120.33,0.80377,0.40925,0.89674,0.91441,0.89734,0.92546,0.69801,0.91456,0.45417,0.9485,0.000589605,0.000589605,0.000589605
180,2132.39,0.81962,0.41786,0.89711,0.89741,0.90266,0.92366,0.69436,0.91641,0.46072,0.95097,0.00058489,0.00058489,0.00058489
181,2144.19,0.79764,0.41165,0.89422,0.91256,0.90612,0.92944,0.7015,0.91803,0.45007,0.94928,0.000580174,0.000580174,0.000580174
182,2155.93,0.8019,0.40123,0.90068,0.91792,0.89532,0.92712,0.70082,0.92301,0.45453,0.94799,0.000575458,0.000575458,0.000575458
183,2167.7,0.80933,0.41407,0.89616,0.90706,0.9105,0.92577,0.69923,0.91115,0.4475,0.94718,0.000570743,0.000570743,0.000570743
184,2179.66,0.78599,0.39722,0.89074,0.90717,0.90817,0.92761,0.7035,0.90622,0.44709,0.94856,0.000566027,0.000566027,0.000566027
185,2191.58,0.79114,0.39443,0.90033,0.90297,0.90316,0.92423,0.69756,0.91422,0.45271,0.94973,0.000561311,0.000561311,0.000561311
186,2203.29,0.78039,0.39386,0.89205,0.9121,0.89841,0.92721,0.69741,0.90773,0.44992,0.9477,0.000556595,0.000556595,0.000556595
187,2215.05,0.79735,0.39966,0.88812,0.90872,0.89552,0.92037,0.69833,0.90816,0.45583,0.94644,0.00055188,0.00055188,0.00055188
188,2226.56,0.78643,0.38786,0.90589,0.90727,0.91066,0.92506,0.70217,0.90729,0.44948,0.9468,0.000547164,0.000547164,0.000547164
189,2238.28,0.80639,0.40593,0.8984,0.90593,0.90675,0.92384,0.69558,0.91219,0.45052,0.94905,0.000542448,0.000542448,0.000542448
190,2250.02,0.79597,0.39958,0.89734,0.91021,0.9105,0.92182,0.69684,0.91062,0.44777,0.94909,0.000537733,0.000537733,0.000537733
191,2261.7,0.77421,0.38519,0.89024,0.90536,0.91389,0.92348,0.69667,0.91616,0.45092,0.9519,0.000533017,0.000533017,0.000533017
192,2273.3,0.76146,0.37985,0.8873,0.91018,0.90789,0.9247,0.69766,0.9141,0.45775,0.95133,0.000528301,0.000528301,0.000528301
193,2285.03,0.7965,0.39434,0.89551,0.91471,0.9001,0.92189,0.69471,0.91041,0.45381,0.95063,0.000523586,0.000523586,0.000523586
194,2296.81,0.81153,0.39719,0.90176,0.90656,0.89835,0.92053,0.69312,0.91502,0.45889,0.95264,0.00051887,0.00051887,0.00051887
195,2309.07,0.79812,0.39487,0.89217,0.91619,0.89554,0.91855,0.69353,0.91585,0.45571,0.95112,0.000514154,0.000514154,0.000514154
196,2320.6,0.79627,0.39322,0.89857,0.9077,0.89942,0.91685,0.69564,0.90811,0.45653,0.94784,0.000509438,0.000509438,0.000509438
197,2332.22,0.7621,0.38525,0.8908,0.91269,0.89727,0.92615,0.69558,0.91592,0.45538,0.95111,0.000504723,0.000504723,0.000504723
198,2343.95,0.79129,0.38839,0.89821,0.91358,0.90098,0.92081,0.69304,0.92179,0.45968,0.95442,0.000500007,0.000500007,0.000500007
199,2355.66,0.76625,0.38516,0.88176,0.90468,0.91101,0.9235,0.69719,0.9111,0.45386,0.95314,0.000495291,0.000495291,0.000495291
200,2367.44,0.78049,0.38356,0.89505,0.91404,0.90276,0.92446,0.69993,0.91551,0.45346,0.95183,0.000490576,0.000490576,0.000490576
201,2379.28,0.77629,0.381,0.8923,0.913,0.90837,0.92564,0.70007,0.91473,0.45023,0.95061,0.00048586,0.00048586,0.00048586
202,2391.11,0.76166,0.37713,0.88508,0.90085,0.91239,0.91654,0.69448,0.91169,0.45491,0.95008,0.000481144,0.000481144,0.000481144
203,2402.68,0.77353,0.38362,0.8936,0.91494,0.89887,0.92168,0.69631,0.91436,0.4529,0.95065,0.000476429,0.000476429,0.000476429
204,2414.54,0.764,0.37684,0.88311,0.90063,0.90858,0.92317,0.69606,0.9132,0.45479,0.9542,0.000471713,0.000471713,0.000471713
205,2426.44,0.76846,0.38506,0.87992,0.90067,0.9029,0.9196,0.69454,0.91229,0.45816,0.9522,0.000466997,0.000466997,0.000466997
206,2438.08,0.78696,0.38527,0.89586,0.90885,0.90133,0.92244,0.69532,0.91476,0.45234,0.95374,0.000462281,0.000462281,0.000462281
207,2449.64,0.77774,0.38754,0.90021,0.90604,0.89415,0.91519,0.69066,0.92872,0.46244,0.95442,0.000457566,0.000457566,0.000457566
208,2461.65,0.79584,0.38988,0.89659,0.90358,0.90349,0.91858,0.6896,0.91504,0.46033,0.95273,0.00045285,0.00045285,0.00045285
209,2473.5,0.76824,0.38553,0.88966,0.90343,0.90557,0.92413,0.69711,0.92025,0.45284,0.95338,0.000448134,0.000448134,0.000448134
210,2485.4,0.78283,0.37808,0.89453,0.90221,0.90587,0.92346,0.70021,0.91211,0.45238,0.95233,0.000443419,0.000443419,0.000443419
211,2497.19,0.79109,0.38546,0.89658,0.90795,0.90722,0.92258,0.69625,0.91671,0.45353,0.95194,0.000438703,0.000438703,0.000438703
212,2509.01,0.75172,0.38431,0.87336,0.90737,0.90246,0.91601,0.69018,0.91226,0.45483,0.95302,0.000433987,0.000433987,0.000433987
213,2520.83,0.78082,0.37893,0.89643,0.90621,0.90131,0.91991,0.69661,0.91132,0.45272,0.95189,0.000429272,0.000429272,0.000429272
214,2532.55,0.75115,0.37239,0.88877,0.9105,0.90274,0.92154,0.69532,0.91098,0.45505,0.95179,0.000424556,0.000424556,0.000424556
215,2544.66,0.78094,0.38221,0.89115,0.90715,0.89958,0.91494,0.69326,0.90824,0.45247,0.95206,0.00041984,0.00041984,0.00041984
216,2556.44,0.76528,0.37935,0.88609,0.91316,0.89856,0.92702,0.70041,0.90835,0.44709,0.95252,0.000415124,0.000415124,0.000415124
217,2568.14,0.77142,0.38149,0.89329,0.90836,0.89624,0.92167,0.69499,0.90752,0.45277,0.95287,0.000410409,0.000410409,0.000410409
218,2579.8,0.74463,0.37052,0.87703,0.88809,0.90855,0.91272,0.69065,0.90976,0.4602,0.95454,0.000405693,0.000405693,0.000405693
219,2591.56,0.75598,0.36993,0.88867,0.90895,0.90364,0.91889,0.69336,0.91479,0.45647,0.95581,0.000400977,0.000400977,0.000400977
220,2603.4,0.76205,0.37114,0.88218,0.90386,0.90675,0.91856,0.69071,0.92037,0.45901,0.95568,0.000396262,0.000396262,0.000396262
221,2614.99,0.7694,0.37171,0.90021,0.89286,0.90782,0.91589,0.6881,0.92231,0.46219,0.95487,0.000391546,0.000391546,0.000391546
222,2626.76,0.75753,0.37068,0.88754,0.90825,0.90668,0.91892,0.69312,0.91282,0.45609,0.95533,0.00038683,0.00038683,0.00038683
223,2638.39,0.79946,0.38981,0.89106,0.90621,0.90054,0.91501,0.69182,0.91042,0.45693,0.9526,0.000382115,0.000382115,0.000382115
224,2650.46,0.78448,0.38507,0.89128,0.90835,0.90102,0.91904,0.69304,0.90964,0.4532,0.95096,0.000377399,0.000377399,0.000377399
